email_id_a,email_id_b,cosine_similarity,evidence_type
nazario5_000608_7c9e2d010d02,nazario5_000658_e3e6a9f3c611,0.9509868,char_3_5gram_tfidf_cosine
nazario5_000621_066fdb56fcac,nazario5_000780_8cca0e4f86ee,0.98123026,char_3_5gram_tfidf_cosine
nazario5_000630_03e9ac6522e8,nazario5_000687_eb6d5352d85f,0.95503879,char_3_5gram_tfidf_cosine
nazario5_000631_29da2dd85bf9,nazario5_000711_b396ca984959,0.99687225,char_3_5gram_tfidf_cosine
nazario5_000631_29da2dd85bf9,nazario5_000747_e9340524bf48,0.99737787,char_3_5gram_tfidf_cosine
nazario5_000631_29da2dd85bf9,nazario5_000784_57d7d130e83d,0.9972176,char_3_5gram_tfidf_cosine
nazario5_000631_29da2dd85bf9,nazario5_000874_cc91dcd99fbf,0.99729925,char_3_5gram_tfidf_cosine
nazario5_000633_e07b6936b53b,nazario5_000788_6ff905fddfc8,0.99548107,char_3_5gram_tfidf_cosine
nazario5_000633_e07b6936b53b,nazario5_000861_34c7f3e6322f,0.99681163,char_3_5gram_tfidf_cosine
nazario5_000633_e07b6936b53b,nazario5_000862_9c487e36a627,0.99565303,char_3_5gram_tfidf_cosine
nazario5_000636_8c7299a15917,nazario5_000877_4a692b17e90c,0.96763045,char_3_5gram_tfidf_cosine
nazario5_000644_46020bd9c69c,nazario5_000853_697d71bbb8ac,0.96361011,char_3_5gram_tfidf_cosine
nazario5_000660_2b554099db80,nazario5_001330_2d0b5babfc12,0.95322943,char_3_5gram_tfidf_cosine
nazario5_000660_2b554099db80,nazario5_001890_52fa00496fbe,0.96182764,char_3_5gram_tfidf_cosine
nazario5_000660_2b554099db80,nazario5_002093_6039068f355c,0.95782769,char_3_5gram_tfidf_cosine
nazario5_000660_2b554099db80,nazario5_002699_c4c8fdaa8a40,0.96188343,char_3_5gram_tfidf_cosine
nazario5_000667_279845739081,nazario5_001514_bc550f0f19d9,0.96885222,char_3_5gram_tfidf_cosine
nazario5_000667_279845739081,nazario5_001686_3e9ade6a1288,0.96891832,char_3_5gram_tfidf_cosine
nazario5_000667_279845739081,nazario5_001815_dd5939d46520,0.96884167,char_3_5gram_tfidf_cosine
nazario5_000667_279845739081,nazario5_001839_e3e3a57a8961,0.97201747,char_3_5gram_tfidf_cosine
nazario5_000667_279845739081,nazario5_001959_d5299ff0ee62,0.97153765,char_3_5gram_tfidf_cosine
nazario5_000667_279845739081,nazario5_001962_51ef1c5c4003,0.97120488,char_3_5gram_tfidf_cosine
nazario5_000667_279845739081,nazario5_001982_c8c60782a52f,0.97111523,char_3_5gram_tfidf_cosine
nazario5_000667_279845739081,nazario5_002233_9e4bac512fe6,0.96214396,char_3_5gram_tfidf_cosine
nazario5_000667_279845739081,nazario5_002266_b77596ff5844,0.95608628,char_3_5gram_tfidf_cosine
nazario5_000667_279845739081,nazario5_002540_12b3c870a329,0.95449162,char_3_5gram_tfidf_cosine
nazario5_000667_279845739081,nazario5_002737_9124b23d3d41,0.95311332,char_3_5gram_tfidf_cosine
nazario5_000667_279845739081,nazario5_002954_332d832c805a,0.96734339,char_3_5gram_tfidf_cosine
nazario5_000704_349eca81c69d,nazario5_000803_b4e4f6d8174a,0.98589909,char_3_5gram_tfidf_cosine
nazario5_000711_b396ca984959,nazario5_000747_e9340524bf48,0.99646616,char_3_5gram_tfidf_cosine
nazario5_000711_b396ca984959,nazario5_000784_57d7d130e83d,0.99648118,char_3_5gram_tfidf_cosine
nazario5_000711_b396ca984959,nazario5_000874_cc91dcd99fbf,0.9964636,char_3_5gram_tfidf_cosine
nazario5_000728_346939d3dc69,nazario5_000740_ce57e8588fa9,0.98389912,char_3_5gram_tfidf_cosine
nazario5_000747_e9340524bf48,nazario5_000784_57d7d130e83d,0.9967888,char_3_5gram_tfidf_cosine
nazario5_000747_e9340524bf48,nazario5_000874_cc91dcd99fbf,0.99679178,char_3_5gram_tfidf_cosine
nazario5_000777_452989980af3,nazario5_000785_f6aa9aafefbc,0.97072786,char_3_5gram_tfidf_cosine
nazario5_000778_d20f82c9a351,nazario5_001157_dc17baf06076,0.96050954,char_3_5gram_tfidf_cosine
nazario5_000778_d20f82c9a351,nazario5_001255_ab13b4d1c7de,0.95672399,char_3_5gram_tfidf_cosine
nazario5_000778_d20f82c9a351,nazario5_002478_cf169225477a,0.96471167,char_3_5gram_tfidf_cosine
nazario5_000784_57d7d130e83d,nazario5_000874_cc91dcd99fbf,0.99680477,char_3_5gram_tfidf_cosine
nazario5_000788_6ff905fddfc8,nazario5_000861_34c7f3e6322f,0.99501044,char_3_5gram_tfidf_cosine
nazario5_000788_6ff905fddfc8,nazario5_000862_9c487e36a627,0.993981,char_3_5gram_tfidf_cosine
nazario5_000798_30f38518f083,nazario5_000857_624b53789467,0.97604966,char_3_5gram_tfidf_cosine
nazario5_000861_34c7f3e6322f,nazario5_000862_9c487e36a627,0.99740386,char_3_5gram_tfidf_cosine
nazario5_000873_582f83653bbf,nazario5_000880_0bff3af77270,0.96835059,char_3_5gram_tfidf_cosine
nazario5_000891_da5a017e9195,nazario5_000892_d30252cc8840,0.97463071,char_3_5gram_tfidf_cosine
nazario5_000902_0632b29b975c,nazario5_001132_2902173163c9,0.96047544,char_3_5gram_tfidf_cosine
nazario5_000902_0632b29b975c,nazario5_001370_18510b38a6b1,0.950014,char_3_5gram_tfidf_cosine
nazario5_000902_0632b29b975c,nazario5_001890_52fa00496fbe,0.96538353,char_3_5gram_tfidf_cosine
nazario5_000902_0632b29b975c,nazario5_002093_6039068f355c,0.95815295,char_3_5gram_tfidf_cosine
nazario5_000902_0632b29b975c,nazario5_002699_c4c8fdaa8a40,0.96554071,char_3_5gram_tfidf_cosine
nazario5_000931_dc41105fcb82,nazario5_000990_fc42a125529c,0.96618861,char_3_5gram_tfidf_cosine
nazario5_000957_b4aafbf0aa45,nazario5_000966_0111d2db4c42,0.97429454,char_3_5gram_tfidf_cosine
nazario5_000957_b4aafbf0aa45,nazario5_000973_6d217aba6aa6,0.99270308,char_3_5gram_tfidf_cosine
nazario5_000957_b4aafbf0aa45,nazario5_000976_ca62c358d014,0.99853665,char_3_5gram_tfidf_cosine
nazario5_000957_b4aafbf0aa45,nazario5_000977_a673ffa4ccdc,0.97786748,char_3_5gram_tfidf_cosine
nazario5_000957_b4aafbf0aa45,nazario5_000985_55c72ebd3258,0.99559492,char_3_5gram_tfidf_cosine
nazario5_000957_b4aafbf0aa45,nazario5_000993_c7cee85fccfd,0.99755681,char_3_5gram_tfidf_cosine
nazario5_000957_b4aafbf0aa45,nazario5_001002_eefb20d4c1fc,0.99826151,char_3_5gram_tfidf_cosine
nazario5_000957_b4aafbf0aa45,nazario5_001009_bc61f1a3962d,0.98635435,char_3_5gram_tfidf_cosine
nazario5_000957_b4aafbf0aa45,nazario5_001021_47af3cb78952,0.97002733,char_3_5gram_tfidf_cosine
nazario5_000957_b4aafbf0aa45,nazario5_001180_0f22c1d95409,0.98734224,char_3_5gram_tfidf_cosine
nazario5_000957_b4aafbf0aa45,nazario5_001183_6216361f366a,0.99193686,char_3_5gram_tfidf_cosine
nazario5_000957_b4aafbf0aa45,nazario5_001189_fcab8ac9f205,0.99477851,char_3_5gram_tfidf_cosine
nazario5_000957_b4aafbf0aa45,nazario5_001191_5da219e2c17b,0.98750228,char_3_5gram_tfidf_cosine
nazario5_000957_b4aafbf0aa45,nazario5_001198_ae99f52485d0,0.99664181,char_3_5gram_tfidf_cosine
nazario5_000966_0111d2db4c42,nazario5_000973_6d217aba6aa6,0.96818119,char_3_5gram_tfidf_cosine
nazario5_000966_0111d2db4c42,nazario5_000976_ca62c358d014,0.97394425,char_3_5gram_tfidf_cosine
nazario5_000966_0111d2db4c42,nazario5_000977_a673ffa4ccdc,0.98984659,char_3_5gram_tfidf_cosine
nazario5_000966_0111d2db4c42,nazario5_000985_55c72ebd3258,0.98034179,char_3_5gram_tfidf_cosine
nazario5_000966_0111d2db4c42,nazario5_000993_c7cee85fccfd,0.97999722,char_3_5gram_tfidf_cosine
nazario5_000966_0111d2db4c42,nazario5_001002_eefb20d4c1fc,0.97176284,char_3_5gram_tfidf_cosine
nazario5_000966_0111d2db4c42,nazario5_001009_bc61f1a3962d,0.98024994,char_3_5gram_tfidf_cosine
nazario5_000966_0111d2db4c42,nazario5_001021_47af3cb78952,0.97230685,char_3_5gram_tfidf_cosine
nazario5_000966_0111d2db4c42,nazario5_001180_0f22c1d95409,0.96843237,char_3_5gram_tfidf_cosine
nazario5_000966_0111d2db4c42,nazario5_001183_6216361f366a,0.98307955,char_3_5gram_tfidf_cosine
nazario5_000966_0111d2db4c42,nazario5_001189_fcab8ac9f205,0.97742599,char_3_5gram_tfidf_cosine
nazario5_000966_0111d2db4c42,nazario5_001191_5da219e2c17b,0.97037941,char_3_5gram_tfidf_cosine
nazario5_000966_0111d2db4c42,nazario5_001198_ae99f52485d0,0.978019,char_3_5gram_tfidf_cosine
nazario5_000973_6d217aba6aa6,nazario5_000976_ca62c358d014,0.99647105,char_3_5gram_tfidf_cosine
nazario5_000973_6d217aba6aa6,nazario5_000977_a673ffa4ccdc,0.98095655,char_3_5gram_tfidf_cosine
nazario5_000973_6d217aba6aa6,nazario5_000985_55c72ebd3258,0.98208165,char_3_5gram_tfidf_cosine
nazario5_000973_6d217aba6aa6,nazario5_000993_c7cee85fccfd,0.9971227,char_3_5gram_tfidf_cosine
nazario5_000973_6d217aba6aa6,nazario5_001002_eefb20d4c1fc,0.9960705,char_3_5gram_tfidf_cosine
nazario5_000973_6d217aba6aa6,nazario5_001009_bc61f1a3962d,0.99481946,char_3_5gram_tfidf_cosine
nazario5_000973_6d217aba6aa6,nazario5_001021_47af3cb78952,0.98650116,char_3_5gram_tfidf_cosine
nazario5_000973_6d217aba6aa6,nazario5_001180_0f22c1d95409,0.99769264,char_3_5gram_tfidf_cosine
nazario5_000973_6d217aba6aa6,nazario5_001183_6216361f366a,0.99670529,char_3_5gram_tfidf_cosine
nazario5_000973_6d217aba6aa6,nazario5_001189_fcab8ac9f205,0.99776751,char_3_5gram_tfidf_cosine
nazario5_000973_6d217aba6aa6,nazario5_001191_5da219e2c17b,0.99773484,char_3_5gram_tfidf_cosine
nazario5_000973_6d217aba6aa6,nazario5_001198_ae99f52485d0,0.99778181,char_3_5gram_tfidf_cosine
nazario5_000976_ca62c358d014,nazario5_000977_a673ffa4ccdc,0.98113275,char_3_5gram_tfidf_cosine
nazario5_000976_ca62c358d014,nazario5_000985_55c72ebd3258,0.99346936,char_3_5gram_tfidf_cosine
nazario5_000976_ca62c358d014,nazario5_000993_c7cee85fccfd,0.99891716,char_3_5gram_tfidf_cosine
nazario5_000976_ca62c358d014,nazario5_001002_eefb20d4c1fc,0.9983989,char_3_5gram_tfidf_cosine
nazario5_000976_ca62c358d014,nazario5_001009_bc61f1a3962d,0.9908396,char_3_5gram_tfidf_cosine
nazario5_000976_ca62c358d014,nazario5_001021_47af3cb78952,0.97646934,char_3_5gram_tfidf_cosine
nazario5_000976_ca62c358d014,nazario5_001180_0f22c1d95409,0.99161559,char_3_5gram_tfidf_cosine
nazario5_000976_ca62c358d014,nazario5_001183_6216361f366a,0.9950794,char_3_5gram_tfidf_cosine
nazario5_000976_ca62c358d014,nazario5_001189_fcab8ac9f205,0.99743164,char_3_5gram_tfidf_cosine
nazario5_000976_ca62c358d014,nazario5_001191_5da219e2c17b,0.99182463,char_3_5gram_tfidf_cosine
nazario5_000976_ca62c358d014,nazario5_001198_ae99f52485d0,0.99838054,char_3_5gram_tfidf_cosine
nazario5_000977_a673ffa4ccdc,nazario5_000985_55c72ebd3258,0.97791195,char_3_5gram_tfidf_cosine
nazario5_000977_a673ffa4ccdc,nazario5_000993_c7cee85fccfd,0.98529518,char_3_5gram_tfidf_cosine
nazario5_000977_a673ffa4ccdc,nazario5_001002_eefb20d4c1fc,0.97708476,char_3_5gram_tfidf_cosine
nazario5_000977_a673ffa4ccdc,nazario5_001009_bc61f1a3962d,0.98739415,char_3_5gram_tfidf_cosine
nazario5_000977_a673ffa4ccdc,nazario5_001021_47af3cb78952,0.98068643,char_3_5gram_tfidf_cosine
nazario5_000977_a673ffa4ccdc,nazario5_001180_0f22c1d95409,0.98000407,char_3_5gram_tfidf_cosine
nazario5_000977_a673ffa4ccdc,nazario5_001183_6216361f366a,0.99023652,char_3_5gram_tfidf_cosine
nazario5_000977_a673ffa4ccdc,nazario5_001189_fcab8ac9f205,0.98526669,char_3_5gram_tfidf_cosine
nazario5_000977_a673ffa4ccdc,nazario5_001191_5da219e2c17b,0.98184538,char_3_5gram_tfidf_cosine
nazario5_000977_a673ffa4ccdc,nazario5_001198_ae99f52485d0,0.98333776,char_3_5gram_tfidf_cosine
nazario5_000982_9be80f4d2a30,nazario5_001001_6bc1e345dacc,0.95571429,char_3_5gram_tfidf_cosine
nazario5_000985_55c72ebd3258,nazario5_000993_c7cee85fccfd,0.99227405,char_3_5gram_tfidf_cosine
nazario5_000985_55c72ebd3258,nazario5_001002_eefb20d4c1fc,0.99075931,char_3_5gram_tfidf_cosine
nazario5_000985_55c72ebd3258,nazario5_001009_bc61f1a3962d,0.97947562,char_3_5gram_tfidf_cosine
nazario5_000985_55c72ebd3258,nazario5_001021_47af3cb78952,0.95936441,char_3_5gram_tfidf_cosine
nazario5_000985_55c72ebd3258,nazario5_001180_0f22c1d95409,0.97527552,char_3_5gram_tfidf_cosine
nazario5_000985_55c72ebd3258,nazario5_001183_6216361f366a,0.98603988,char_3_5gram_tfidf_cosine
nazario5_000985_55c72ebd3258,nazario5_001189_fcab8ac9f205,0.98872787,char_3_5gram_tfidf_cosine
nazario5_000985_55c72ebd3258,nazario5_001191_5da219e2c17b,0.97552747,char_3_5gram_tfidf_cosine
nazario5_000985_55c72ebd3258,nazario5_001198_ae99f52485d0,0.98992449,char_3_5gram_tfidf_cosine
nazario5_000993_c7cee85fccfd,nazario5_001002_eefb20d4c1fc,0.99796909,char_3_5gram_tfidf_cosine
nazario5_000993_c7cee85fccfd,nazario5_001009_bc61f1a3962d,0.99487096,char_3_5gram_tfidf_cosine
nazario5_000993_c7cee85fccfd,nazario5_001021_47af3cb78952,0.98326176,char_3_5gram_tfidf_cosine
nazario5_000993_c7cee85fccfd,nazario5_001180_0f22c1d95409,0.99436003,char_3_5gram_tfidf_cosine
nazario5_000993_c7cee85fccfd,nazario5_001183_6216361f366a,0.99773133,char_3_5gram_tfidf_cosine
nazario5_000993_c7cee85fccfd,nazario5_001189_fcab8ac9f205,0.99873722,char_3_5gram_tfidf_cosine
nazario5_000993_c7cee85fccfd,nazario5_001191_5da219e2c17b,0.99457061,char_3_5gram_tfidf_cosine
nazario5_000993_c7cee85fccfd,nazario5_001198_ae99f52485d0,0.9993704,char_3_5gram_tfidf_cosine
nazario5_001000_987d25d8ebfc,nazario5_001149_2a00bce003f8,0.97821236,char_3_5gram_tfidf_cosine
nazario5_001000_987d25d8ebfc,nazario5_001890_52fa00496fbe,0.96255809,char_3_5gram_tfidf_cosine
nazario5_001000_987d25d8ebfc,nazario5_002093_6039068f355c,0.95662451,char_3_5gram_tfidf_cosine
nazario5_001000_987d25d8ebfc,nazario5_002699_c4c8fdaa8a40,0.9626534,char_3_5gram_tfidf_cosine
nazario5_001002_eefb20d4c1fc,nazario5_001009_bc61f1a3962d,0.98955053,char_3_5gram_tfidf_cosine
nazario5_001002_eefb20d4c1fc,nazario5_001021_47af3cb78952,0.97687,char_3_5gram_tfidf_cosine
nazario5_001002_eefb20d4c1fc,nazario5_001180_0f22c1d95409,0.99204266,char_3_5gram_tfidf_cosine
nazario5_001002_eefb20d4c1fc,nazario5_001183_6216361f366a,0.99389708,char_3_5gram_tfidf_cosine
nazario5_001002_eefb20d4c1fc,nazario5_001189_fcab8ac9f205,0.99597335,char_3_5gram_tfidf_cosine
nazario5_001002_eefb20d4c1fc,nazario5_001191_5da219e2c17b,0.99243104,char_3_5gram_tfidf_cosine
nazario5_001002_eefb20d4c1fc,nazario5_001198_ae99f52485d0,0.99827075,char_3_5gram_tfidf_cosine
nazario5_001006_88172f30d42c,nazario5_001011_dedd4f7ae273,0.96929538,char_3_5gram_tfidf_cosine
nazario5_001009_bc61f1a3962d,nazario5_001021_47af3cb78952,0.99515867,char_3_5gram_tfidf_cosine
nazario5_001009_bc61f1a3962d,nazario5_001180_0f22c1d95409,0.99624056,char_3_5gram_tfidf_cosine
nazario5_001009_bc61f1a3962d,nazario5_001183_6216361f366a,0.99775147,char_3_5gram_tfidf_cosine
nazario5_001009_bc61f1a3962d,nazario5_001189_fcab8ac9f205,0.99622148,char_3_5gram_tfidf_cosine
nazario5_001009_bc61f1a3962d,nazario5_001191_5da219e2c17b,0.99697393,char_3_5gram_tfidf_cosine
nazario5_001009_bc61f1a3962d,nazario5_001198_ae99f52485d0,0.99528033,char_3_5gram_tfidf_cosine
nazario5_001017_762593a809fc,nazario5_001171_700b8601d4cb,0.95646119,char_3_5gram_tfidf_cosine
nazario5_001021_47af3cb78952,nazario5_001180_0f22c1d95409,0.99130404,char_3_5gram_tfidf_cosine
nazario5_001021_47af3cb78952,nazario5_001183_6216361f366a,0.9906522,char_3_5gram_tfidf_cosine
nazario5_001021_47af3cb78952,nazario5_001189_fcab8ac9f205,0.98644239,char_3_5gram_tfidf_cosine
nazario5_001021_47af3cb78952,nazario5_001191_5da219e2c17b,0.99304855,char_3_5gram_tfidf_cosine
nazario5_001021_47af3cb78952,nazario5_001198_ae99f52485d0,0.98496783,char_3_5gram_tfidf_cosine
nazario5_001041_bdcb902a54a7,nazario5_001185_357ec5d7db29,0.95990002,char_3_5gram_tfidf_cosine
nazario5_001051_b9fbbf22cce6,nazario5_001053_fb59c1bc1242,0.99261403,char_3_5gram_tfidf_cosine
nazario5_001051_b9fbbf22cce6,nazario5_001095_1f3da60ba1c0,0.99093354,char_3_5gram_tfidf_cosine
nazario5_001053_fb59c1bc1242,nazario5_001095_1f3da60ba1c0,0.98928702,char_3_5gram_tfidf_cosine
nazario5_001080_229455ec5891,nazario5_001084_2835b66731ca,0.96653342,char_3_5gram_tfidf_cosine
nazario5_001093_f4d3f5700bbc,nazario5_001890_52fa00496fbe,0.95324856,char_3_5gram_tfidf_cosine
nazario5_001093_f4d3f5700bbc,nazario5_002699_c4c8fdaa8a40,0.95334977,char_3_5gram_tfidf_cosine
nazario5_001110_69dbbb71ba91,nazario5_001157_dc17baf06076,0.95486522,char_3_5gram_tfidf_cosine
nazario5_001110_69dbbb71ba91,nazario5_002478_cf169225477a,0.95818985,char_3_5gram_tfidf_cosine
nazario5_001157_dc17baf06076,nazario5_001255_ab13b4d1c7de,0.9601658,char_3_5gram_tfidf_cosine
nazario5_001157_dc17baf06076,nazario5_002478_cf169225477a,0.96890628,char_3_5gram_tfidf_cosine
nazario5_001157_dc17baf06076,nazario5_002803_d6940e946b6c,0.95256394,char_3_5gram_tfidf_cosine
nazario5_001157_dc17baf06076,nazario5_002872_7081d91622fa,0.95362198,char_3_5gram_tfidf_cosine
nazario5_001180_0f22c1d95409,nazario5_001183_6216361f366a,0.99636,char_3_5gram_tfidf_cosine
nazario5_001180_0f22c1d95409,nazario5_001189_fcab8ac9f205,0.99578297,char_3_5gram_tfidf_cosine
nazario5_001180_0f22c1d95409,nazario5_001191_5da219e2c17b,0.99782926,char_3_5gram_tfidf_cosine
nazario5_001180_0f22c1d95409,nazario5_001198_ae99f52485d0,0.99537939,char_3_5gram_tfidf_cosine
nazario5_001183_6216361f366a,nazario5_001189_fcab8ac9f205,0.99819738,char_3_5gram_tfidf_cosine
nazario5_001183_6216361f366a,nazario5_001191_5da219e2c17b,0.99612081,char_3_5gram_tfidf_cosine
nazario5_001183_6216361f366a,nazario5_001198_ae99f52485d0,0.9975825,char_3_5gram_tfidf_cosine
nazario5_001189_fcab8ac9f205,nazario5_001191_5da219e2c17b,0.9956513,char_3_5gram_tfidf_cosine
nazario5_001189_fcab8ac9f205,nazario5_001198_ae99f52485d0,0.99843532,char_3_5gram_tfidf_cosine
nazario5_001191_5da219e2c17b,nazario5_001198_ae99f52485d0,0.99607474,char_3_5gram_tfidf_cosine
nazario5_001202_08762a07bd3a,nazario5_001219_95fe482cbc23,0.9644841,char_3_5gram_tfidf_cosine
nazario5_001202_08762a07bd3a,nazario5_001221_e0ab9b2e3222,0.9613992,char_3_5gram_tfidf_cosine
nazario5_001202_08762a07bd3a,nazario5_001256_df03df77c1d4,0.95620513,char_3_5gram_tfidf_cosine
nazario5_001202_08762a07bd3a,nazario5_001327_cfb809338d5c,0.95894521,char_3_5gram_tfidf_cosine
nazario5_001202_08762a07bd3a,nazario5_001370_18510b38a6b1,0.96554261,char_3_5gram_tfidf_cosine
nazario5_001202_08762a07bd3a,nazario5_001396_e9d75d049a99,0.95677829,char_3_5gram_tfidf_cosine
nazario5_001202_08762a07bd3a,nazario5_001397_a93bc8e1913c,0.95199531,char_3_5gram_tfidf_cosine
nazario5_001202_08762a07bd3a,nazario5_001426_aa02d003e2ef,0.95275027,char_3_5gram_tfidf_cosine
nazario5_001202_08762a07bd3a,nazario5_001443_6a980d258984,0.95410603,char_3_5gram_tfidf_cosine
nazario5_001202_08762a07bd3a,nazario5_001890_52fa00496fbe,0.95491165,char_3_5gram_tfidf_cosine
nazario5_001202_08762a07bd3a,nazario5_002699_c4c8fdaa8a40,0.95497704,char_3_5gram_tfidf_cosine
nazario5_001205_c8192a2d5de1,nazario5_001206_563421534ce0,0.95103914,char_3_5gram_tfidf_cosine
nazario5_001206_563421534ce0,nazario5_001208_ce57d45dea60,0.95482939,char_3_5gram_tfidf_cosine
nazario5_001206_563421534ce0,nazario5_001219_95fe482cbc23,0.96807623,char_3_5gram_tfidf_cosine
nazario5_001206_563421534ce0,nazario5_001221_e0ab9b2e3222,0.96681952,char_3_5gram_tfidf_cosine
nazario5_001206_563421534ce0,nazario5_001256_df03df77c1d4,0.96040463,char_3_5gram_tfidf_cosine
nazario5_001206_563421534ce0,nazario5_001316_8e941c52ea55,0.95149755,char_3_5gram_tfidf_cosine
nazario5_001206_563421534ce0,nazario5_001327_cfb809338d5c,0.96330208,char_3_5gram_tfidf_cosine
nazario5_001206_563421534ce0,nazario5_001370_18510b38a6b1,0.96945953,char_3_5gram_tfidf_cosine
nazario5_001206_563421534ce0,nazario5_001396_e9d75d049a99,0.96027994,char_3_5gram_tfidf_cosine
nazario5_001206_563421534ce0,nazario5_001397_a93bc8e1913c,0.95869839,char_3_5gram_tfidf_cosine
nazario5_001206_563421534ce0,nazario5_001426_aa02d003e2ef,0.95609426,char_3_5gram_tfidf_cosine
nazario5_001206_563421534ce0,nazario5_001427_fba087699160,0.95318604,char_3_5gram_tfidf_cosine
nazario5_001206_563421534ce0,nazario5_001443_6a980d258984,0.95926762,char_3_5gram_tfidf_cosine
nazario5_001206_563421534ce0,nazario5_001890_52fa00496fbe,0.95410037,char_3_5gram_tfidf_cosine
nazario5_001206_563421534ce0,nazario5_002699_c4c8fdaa8a40,0.95420003,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001221_e0ab9b2e3222,0.99517125,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001224_dc7deb3b9667,0.95802522,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001256_df03df77c1d4,0.98308563,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001316_8e941c52ea55,0.97369456,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001320_d327ca8c8da6,0.95373207,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001321_5b1b5c05881c,0.96431381,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001323_5ae125394b4f,0.95810622,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001324_a97e4150c6dc,0.96655935,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001327_cfb809338d5c,0.98638952,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001334_59c738ee85ec,0.95072597,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001362_f3a28442ab7b,0.96850622,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001370_18510b38a6b1,0.99347311,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001371_24d71eae04f6,0.96415967,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001373_e758eb262c7d,0.96696669,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001376_11663b69278e,0.96952802,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001385_09df2645ebea,0.9657883,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001394_4bee7fbb1392,0.95708656,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001396_e9d75d049a99,0.98295444,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001397_a93bc8e1913c,0.97654927,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001426_aa02d003e2ef,0.97749567,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001427_fba087699160,0.97464472,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001443_6a980d258984,0.98052919,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001445_6907e8b18da1,0.96082377,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001446_7e4a60c6f7b4,0.95337838,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001494_5fc6f9ef8363,0.95828241,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_001890_52fa00496fbe,0.97809631,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_002093_6039068f355c,0.97021639,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_002699_c4c8fdaa8a40,0.97815013,char_3_5gram_tfidf_cosine
nazario5_001219_95fe482cbc23,nazario5_002784_da2973758df8,0.95490748,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001224_dc7deb3b9667,0.95633727,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001256_df03df77c1d4,0.98032117,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001316_8e941c52ea55,0.97152925,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001320_d327ca8c8da6,0.95241302,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001321_5b1b5c05881c,0.96339041,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001323_5ae125394b4f,0.95684522,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001324_a97e4150c6dc,0.96391439,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001327_cfb809338d5c,0.98501986,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001334_59c738ee85ec,0.95024532,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001362_f3a28442ab7b,0.9652195,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001370_18510b38a6b1,0.98995817,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001371_24d71eae04f6,0.96193713,char_3_5gram_tfidf_cosine
